sample_id,target_name,target_score
732,first_learning_epoch_mapped,38
733,first_learning_epoch_mapped,51
734,first_learning_epoch_mapped,42
735,first_learning_epoch_mapped,51
736,first_learning_epoch_mapped,34
737,first_learning_epoch_mapped,33
738,first_learning_epoch_mapped,21
739,first_learning_epoch_mapped,21
740,first_learning_epoch_mapped,51
741,first_learning_epoch_mapped,2
742,first_learning_epoch_mapped,14
743,first_learning_epoch_mapped,35
744,first_learning_epoch_mapped,40
745,first_learning_epoch_mapped,33
746,first_learning_epoch_mapped,41
747,first_learning_epoch_mapped,34
748,first_learning_epoch_mapped,51
749,first_learning_epoch_mapped,51
750,first_learning_epoch_mapped,42
751,first_learning_epoch_mapped,51
752,first_learning_epoch_mapped,28
753,first_learning_epoch_mapped,51
754,first_learning_epoch_mapped,43
755,first_learning_epoch_mapped,51
756,first_learning_epoch_mapped,36
757,first_learning_epoch_mapped,51
758,first_learning_epoch_mapped,50
759,first_learning_epoch_mapped,4
760,first_learning_epoch_mapped,49
761,first_learning_epoch_mapped,49
762,first_learning_epoch_mapped,35
763,first_learning_epoch_mapped,34
764,first_learning_epoch_mapped,27
765,first_learning_epoch_mapped,4
766,first_learning_epoch_mapped,32
767,first_learning_epoch_mapped,47
768,first_learning_epoch_mapped,50
769,first_learning_epoch_mapped,33
770,first_learning_epoch_mapped,47
771,first_learning_epoch_mapped,51
772,first_learning_epoch_mapped,42
773,first_learning_epoch_mapped,23
774,first_learning_epoch_mapped,46
775,first_learning_epoch_mapped,41
776,first_learning_epoch_mapped,42
777,first_learning_epoch_mapped,26
778,first_learning_epoch_mapped,51
779,first_learning_epoch_mapped,29
780,first_learning_epoch_mapped,50
781,first_learning_epoch_mapped,35
782,first_learning_epoch_mapped,34
783,first_learning_epoch_mapped,49
784,first_learning_epoch_mapped,47
785,first_learning_epoch_mapped,30
786,first_learning_epoch_mapped,51
787,first_learning_epoch_mapped,34
788,first_learning_epoch_mapped,39
789,first_learning_epoch_mapped,28
790,first_learning_epoch_mapped,42
791,first_learning_epoch_mapped,36
792,first_learning_epoch_mapped,39
793,first_learning_epoch_mapped,51
794,first_learning_epoch_mapped,47
